"","mat_ori$id","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.cellulose.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.chitin.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.heteromannan.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.mixed.linkage.glucan.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.xylan.and.heteroxylan.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.xyloglucan.breakdown","Resource.Acquisition.Substrate.degradation.simple.compound.degradation.protein.degradation"
"433","shrubAmbWet2_bin.8.orig",3.62930365095245e-07,3.62930365095245e-07,1.81465182547622e-07,3.62930365095245e-07,9.07325912738112e-07,3.62930365095245e-07,5.26249029388105e-06
"434","shrubAmbWet2_bin.9.orig",8.11404734013414e-07,5.79574810009582e-07,2.31829924003833e-07,4.63659848007665e-07,1.390979544023e-06,5.79574810009582e-07,4.40476855607282e-06
"435","shrubRedDry1_bin.1.orig",1.04384351533093e-06,4.17537406132372e-07,4.17537406132372e-07,6.26306109198558e-07,1.4613809214633e-06,1.04384351533093e-06,6.26306109198558e-06
"436","shrubRedDry1_bin.10.orig",1.4143451369864e-06,1.13147610958912e-06,5.65738054794559e-07,1.4143451369864e-06,2.8286902739728e-06,8.48607082191839e-07,8.20320179452111e-06
"437","shrubRedDry1_bin.12.orig",7.37284605374559e-07,4.91523070249706e-07,2.45761535124853e-07,4.91523070249706e-07,1.72033074587397e-06,4.91523070249706e-07,1.15507921508681e-05
"438","shrubRedDry1_bin.2.strict",2.09791207398748e-06,1.25874724439249e-06,8.39164829594994e-07,2.09791207398748e-06,4.61540656277247e-06,1.67832965918999e-06,7.97206588115244e-06
"439","shrubRedDry1_bin.3.orig",1.59002482028744e-06,1.59002482028744e-06,0,1.59002482028744e-06,1.59002482028744e-06,1.59002482028744e-06,9.54014892172467e-06
"440","shrubRedDry1_bin.4.orig",4.32964815330765e-07,4.32964815330765e-07,2.16482407665382e-07,4.32964815330765e-07,1.29889444599229e-06,4.32964815330765e-07,5.62854259929994e-06
"441","shrubRedDry1_bin.5.orig",6.43555584539392e-07,8.5807411271919e-07,4.29037056359595e-07,6.43555584539392e-07,1.50162969725858e-06,8.5807411271919e-07,4.29037056359595e-06
"442","shrubRedDry1_bin.6.orig",6.87712503163478e-07,9.1695000421797e-07,2.29237501054493e-07,4.58475002108985e-07,1.83390000843594e-06,4.58475002108985e-07,1.10034000506156e-05
"443","shrubRedDry1_bin.7.orig",1.33999339829919e-06,1.33999339829919e-06,4.4666446609973e-07,8.93328932199461e-07,2.67998679659838e-06,8.93328932199461e-07,1.60799207795903e-05
"444","shrubRedDry1_bin.8.strict",7.01601756810799e-07,7.01601756810799e-07,2.33867252270266e-07,4.67734504540533e-07,1.63707076589186e-06,4.67734504540533e-07,1.00562918476215e-05
"445","shrubRedDry1_bin.9.orig",2.43271594246335e-07,4.8654318849267e-07,0,0,4.8654318849267e-07,0,4.8654318849267e-06
"446","shrubRedDry2_bin.1.orig",9.75467956365367e-07,9.75467956365367e-07,9.75467956365367e-07,4.87733978182684e-07,2.9264038690961e-06,9.75467956365367e-07,8.77921160728831e-06
"447","shrubRedDry2_bin.10.orig",1.26547304436959e-06,1.68729739249279e-06,8.43648696246396e-07,1.26547304436959e-06,2.95277043686239e-06,1.68729739249279e-06,4.64006782935518e-06
"448","shrubRedDry2_bin.11.orig",1.2989082243405e-06,8.65938816227001e-07,4.329694081135e-07,4.329694081135e-07,2.1648470405675e-06,8.65938816227001e-07,7.79344934604301e-06
"449","shrubRedDry2_bin.12.orig",1.50672791683063e-06,7.53363958415314e-07,5.02242638943543e-07,1.00448527788709e-06,2.51121319471771e-06,7.53363958415314e-07,5.2735477089072e-06
"450","shrubRedDry2_bin.13.orig",1.71663063172866e-06,8.58315315864328e-07,5.72210210576218e-07,1.14442042115244e-06,2.57494594759298e-06,1.43052552644055e-06,6.86652252691462e-06
"451","shrubRedDry2_bin.14.strict",9.04607618906902e-07,9.04607618906902e-07,6.03071745937935e-07,9.04607618906902e-07,2.41228698375174e-06,1.8092152378138e-06,6.03071745937935e-06
"452","shrubRedDry2_bin.15.orig",1.24565112052547e-06,1.24565112052547e-06,3.11412780131366e-07,9.34238340394099e-07,2.8027150211823e-06,1.24565112052547e-06,7.78531950328416e-06
"453","shrubRedDry2_bin.16.orig",9.76451886309754e-07,7.32338914732315e-07,2.44112971577439e-07,4.88225943154877e-07,2.19701674419695e-06,9.76451886309754e-07,5.85871131785852e-06
"454","shrubRedDry2_bin.17.orig",1.33245864825623e-06,1.33245864825623e-06,8.88305765504156e-07,8.88305765504156e-07,3.10907017926454e-06,1.77661153100831e-06,8.43890477228948e-06
"455","shrubRedDry2_bin.18.strict",7.57141548369609e-07,1.00952206449281e-06,5.04761032246406e-07,1.00952206449281e-06,2.01904412898562e-06,5.04761032246406e-07,5.04761032246406e-06
"456","shrubRedDry2_bin.19.orig",6.94564385423964e-07,4.63042923615976e-07,2.31521461807988e-07,4.63042923615976e-07,2.31521461807988e-06,1.15760730903994e-06,6.71412239243166e-06
"457","shrubRedDry2_bin.2.orig",1.21761499257458e-06,1.21761499257458e-06,8.11743328383052e-07,1.21761499257458e-06,2.43522998514916e-06,1.6234866567661e-06,8.52330494802205e-06
"458","shrubRedDry2_bin.20.orig",5.76909541737675e-07,5.76909541737675e-07,1.92303180579225e-07,1.92303180579225e-07,7.69212722316899e-07,1.92303180579225e-07,5.57679223679752e-06
"459","shrubRedDry2_bin.21.orig",8.57576852285603e-07,6.43182639214202e-07,2.14394213071401e-07,4.28788426142802e-07,1.92954791764261e-06,0,6.64622060521342e-06
"460","shrubRedDry2_bin.22.orig",9.43992722948897e-07,3.77597089179559e-07,1.88798544589779e-07,5.66395633769338e-07,1.32158981212846e-06,0,4.71996361474449e-06
"461","shrubRedDry2_bin.23.orig",9.98323814315764e-07,1.33109841908769e-06,3.32774604771921e-07,6.65549209543843e-07,2.32942223340345e-06,1.33109841908769e-06,5.98994288589458e-06
"462","shrubRedDry2_bin.24.orig",2.0038433715867e-06,1.1450533551924e-06,2.862633387981e-07,1.1450533551924e-06,4.00768674317341e-06,2.0038433715867e-06,5.43900343716391e-06
"463","shrubRedDry2_bin.25.orig",1.5030621132903e-06,7.5153105664515e-07,3.75765528322575e-07,7.5153105664515e-07,2.63035869825803e-06,7.5153105664515e-07,6.0122484531612e-06
"464","shrubRedDry2_bin.26.orig",5.84966022248598e-07,5.84966022248598e-07,2.92483011124299e-07,2.92483011124299e-07,1.46241505562149e-06,0,6.43462624473457e-06
"465","shrubRedDry2_bin.27.orig",4.04229616165789e-07,4.04229616165789e-07,4.04229616165789e-07,4.04229616165789e-07,1.01057404041447e-06,4.04229616165789e-07,6.06344424248684e-06
"466","shrubRedDry2_bin.3.orig",6.03920896025355e-07,1.20784179205071e-06,6.03920896025355e-07,1.20784179205071e-06,3.01960448012678e-06,1.81176268807606e-06,9.05881344038032e-06
"467","shrubRedDry2_bin.4.strict",8.63816207553151e-07,8.63816207553151e-07,2.8793873585105e-07,5.75877471702101e-07,1.43969367925525e-06,5.75877471702101e-07,1.29572431132973e-05
"468","shrubRedDry2_bin.5.orig",1.37364775825265e-06,9.15765172168431e-07,4.57882586084216e-07,1.37364775825265e-06,1.83153034433686e-06,4.57882586084216e-07,7.32612137734745e-06
"469","shrubRedDry2_bin.6.orig",2.36923781619453e-06,7.8974593873151e-07,7.8974593873151e-07,1.57949187746302e-06,3.15898375492604e-06,1.97436484682878e-06,8.68720532604661e-06
"470","shrubRedDry2_bin.8.orig",1.07010286684838e-06,6.42061720109031e-07,4.28041146739354e-07,8.56082293478708e-07,1.92618516032709e-06,1.07010286684838e-06,6.63463777445998e-06
"471","shrubRedDry2_bin.9.orig",1.42517273093499e-06,9.5011515395666e-07,4.7505757697833e-07,4.7505757697833e-07,2.85034546186998e-06,0,9.02609396258827e-06
"472","shrubRedWet1_bin.1.orig",1.79716317792365e-06,1.79716317792365e-06,8.98581588961824e-07,1.34787238344274e-06,4.04361715032821e-06,8.98581588961824e-07,1.0333688273061e-05
"473","shrubRedWet1_bin.10.orig",1.3212688276679e-06,1.3212688276679e-06,3.30317206916974e-07,9.90951620750923e-07,2.97285486225277e-06,1.3212688276679e-06,6.93666134525646e-06
"474","shrubRedWet1_bin.11.strict",7.03702695931942e-07,9.38270261242589e-07,2.34567565310647e-07,4.69135130621294e-07,1.40740539186388e-06,4.69135130621294e-07,1.12592431349111e-05
"475","shrubRedWet1_bin.13.strict",6.84962314515059e-07,6.84962314515059e-07,2.2832077150502e-07,4.56641543010039e-07,1.36992462903012e-06,4.56641543010039e-07,1.1644359346756e-05
"476","shrubRedWet1_bin.16.orig",1.35366416584732e-06,4.51221388615775e-07,4.51221388615775e-07,6.76832082923662e-07,2.03049624877099e-06,1.12805347153944e-06,4.28660319184986e-06
"477","shrubRedWet1_bin.17.orig",2.46850191555749e-06,1.97480153244599e-06,9.87400766222995e-07,1.48110114933449e-06,2.96220229866898e-06,1.48110114933449e-06,6.91180536356096e-06
"478","shrubRedWet1_bin.18.orig",1.3965812389561e-06,6.98290619478049e-07,6.98290619478049e-07,1.04743592921707e-06,2.79316247791219e-06,1.04743592921707e-06,5.93547026556341e-06
"479","shrubRedWet1_bin.19.orig",1.71360370001311e-06,1.71360370001311e-06,4.28400925003277e-07,1.71360370001311e-06,2.57040555001966e-06,8.56801850006554e-07,8.56801850006555e-06
"480","shrubRedWet1_bin.2.orig",4.32471331475436e-07,4.32471331475436e-07,2.16235665737718e-07,4.32471331475436e-07,1.08117832868859e-06,4.32471331475436e-07,5.83836297491839e-06
"481","shrubRedWet1_bin.20.strict",8.19125152493799e-07,8.19125152493799e-07,2.73041717497933e-07,5.46083434995866e-07,1.6382503049876e-06,2.73041717497933e-07,1.17407938524111e-05
"482","shrubRedWet1_bin.21.orig",1.6734749204681e-06,1.6734749204681e-06,5.57824973489368e-07,1.6734749204681e-06,2.23129989395747e-06,5.57824973489368e-07,8.36737460234052e-06
"483","shrubRedWet1_bin.23.orig",1.8461370321058e-06,7.3845481284232e-07,3.6922740642116e-07,3.6922740642116e-07,2.95381925136928e-06,7.3845481284232e-07,5.90763850273856e-06
"484","shrubRedWet1_bin.24.orig",1.19565508507325e-06,7.1739305104395e-07,2.3913101701465e-07,4.782620340293e-07,2.3913101701465e-06,9.565240680586e-07,7.6521925444688e-06
"485","shrubRedWet1_bin.25.orig",8.01127438088299e-07,5.72233884348785e-07,2.28893553739514e-07,4.57787107479028e-07,1.37336132243708e-06,5.72233884348785e-07,4.34897752105077e-06
"486","shrubRedWet1_bin.26.orig",2.48481158916125e-06,4.9696231783225e-07,4.9696231783225e-07,9.93924635664501e-07,4.9696231783225e-06,1.987849271329e-06,7.95139708531601e-06
"487","shrubRedWet1_bin.27.strict",1.3667538048148e-06,1.82233840641973e-06,9.11169203209867e-07,1.82233840641973e-06,3.64467681283947e-06,1.3667538048148e-06,7.28935362567893e-06
"488","shrubRedWet1_bin.29.orig",1.0387757681314e-06,6.92517178754265e-07,6.92517178754265e-07,1.0387757681314e-06,2.77006871501706e-06,1.0387757681314e-06,6.92517178754265e-06
"489","shrubRedWet1_bin.30.permissive",1.79373752418182e-06,1.19582501612122e-06,5.97912508060608e-07,1.19582501612122e-06,3.58747504836365e-06,1.49478127015152e-06,5.97912508060608e-06
"490","shrubRedWet1_bin.31.strict",1.41678445655218e-06,1.41678445655218e-06,4.72261485517393e-07,4.72261485517393e-07,2.83356891310436e-06,1.41678445655218e-06,7.55618376827829e-06
"491","shrubRedWet1_bin.32.orig",5.04364645551441e-07,1.00872929110288e-06,5.04364645551441e-07,7.56546968327161e-07,1.51309393665432e-06,5.04364645551441e-07,5.29582877829013e-06
"492","shrubRedWet1_bin.4.orig",1.96227641331978e-06,1.17736584799187e-06,7.8491056532791e-07,1.56982113065582e-06,2.74718697864769e-06,7.8491056532791e-07,8.63401621860701e-06
"493","shrubRedWet1_bin.5.permissive",5.29166324913415e-07,7.93749487370123e-07,2.64583162456708e-07,2.64583162456708e-07,1.05833264982683e-06,2.64583162456708e-07,4.49791376176403e-06
"494","shrubRedWet1_bin.6.orig",6.6688851824707e-07,1.00033277737061e-06,3.33444259123535e-07,6.6688851824707e-07,2.00066555474121e-06,1.00033277737061e-06,1.00033277737061e-05
"495","shrubRedWet1_bin.7.orig",1.82095563023092e-06,1.45676450418474e-06,7.28382252092369e-07,1.45676450418474e-06,2.54933788232329e-06,1.09257337813855e-06,5.82705801673895e-06
"496","shrubRedWet1_bin.8.orig",1.3914810054146e-06,1.04361075406095e-06,6.957405027073e-07,6.957405027073e-07,2.7829620108292e-06,6.957405027073e-07,6.2616645243657e-06
"497","shrubRedWet1_bin.9.orig",1.12068173311189e-06,7.47121155407924e-07,3.73560577703962e-07,7.47121155407924e-07,1.86780288851981e-06,1.12068173311189e-06,6.72409039867132e-06
"498","shrubRedWet2_bin.1.strict",7.56909447895111e-07,1.00921259719348e-06,5.0460629859674e-07,1.00921259719348e-06,1.26151574649185e-06,7.56909447895111e-07,6.05527558316088e-06
"499","shrubRedWet2_bin.10.orig",9.51884159505325e-07,9.51884159505325e-07,4.75942079752662e-07,4.75942079752662e-07,1.90376831901065e-06,0,8.56695743554792e-06
"500","shrubRedWet2_bin.13.orig",8.90300113491007e-07,6.67725085118255e-07,2.22575028372752e-07,4.45150056745503e-07,1.78060022698201e-06,6.67725085118255e-07,6.4546758228098e-06
"501","shrubRedWet2_bin.14.strict",2.44875370680092e-06,1.63250247120062e-06,4.08125617800154e-07,1.63250247120062e-06,4.08125617800154e-06,1.22437685340046e-06,8.16251235600308e-06
"502","shrubRedWet2_bin.15.strict",9.71857595650225e-07,1.61976265941704e-06,3.23952531883408e-07,6.47905063766816e-07,1.94371519130045e-06,1.29581012753363e-06,7.7748607652018e-06
"503","shrubRedWet2_bin.16.orig",1.0022135556733e-06,6.68142370448865e-07,3.34071185224432e-07,6.68142370448865e-07,3.00664066701989e-06,6.68142370448865e-07,6.01328133403978e-06
"504","shrubRedWet2_bin.17.orig",4.47290704292761e-07,4.47290704292761e-07,2.2364535214638e-07,4.47290704292761e-07,1.1182267607319e-06,4.47290704292761e-07,6.26206986009865e-06
"505","shrubRedWet2_bin.18.orig",1.33903763365269e-06,1.00427822523952e-06,6.69518816826347e-07,1.67379704206587e-06,3.01283467571856e-06,1.33903763365269e-06,5.69090994302395e-06
"506","shrubRedWet2_bin.19.orig",8.32242633126919e-07,8.32242633126919e-07,5.54828422084612e-07,8.32242633126919e-07,1.94189947729614e-06,5.54828422084612e-07,4.16121316563459e-06
"507","shrubRedWet2_bin.2.orig",1.66646599638627e-06,4.16616499096567e-07,4.16616499096567e-07,8.33232998193134e-07,2.91631549367597e-06,8.33232998193134e-07,7.08248048464164e-06
"508","shrubRedWet2_bin.20.orig",1.47972189120295e-06,1.47972189120295e-06,4.93240630400985e-07,9.8648126080197e-07,1.97296252160394e-06,0,1.28242563904256e-05
"509","shrubRedWet2_bin.21.strict",8.28601100382261e-07,8.28601100382261e-07,5.52400733588174e-07,8.28601100382261e-07,2.48580330114678e-06,1.10480146717635e-06,5.80020770267583e-06
"510","shrubRedWet2_bin.22.orig",1.62367130917592e-06,6.49468523670367e-07,3.24734261835184e-07,6.49468523670367e-07,2.27313983284629e-06,1.29893704734073e-06,5.19574818936294e-06
"511","shrubRedWet2_bin.23.orig",1.58477349624805e-06,1.26781879699844e-06,6.33909398499219e-07,1.26781879699844e-06,3.1695469924961e-06,2.53563759399688e-06,4.12041109024493e-06
"512","shrubRedWet2_bin.24.orig",7.76143220156129e-07,5.82107415117097e-07,1.94035805039032e-07,5.82107415117097e-07,1.55228644031226e-06,9.70179025195161e-07,6.79125317636613e-06
"513","shrubRedWet2_bin.25.orig",1.75756963271189e-06,1.75756963271189e-06,8.78784816355943e-07,1.31817722453391e-06,3.95453167360174e-06,1.31817722453391e-06,8.78784816355943e-06
"514","shrubRedWet2_bin.26.strict",1.08076941055107e-06,8.10577057913299e-07,5.40384705275533e-07,1.08076941055107e-06,2.70192352637766e-06,1.08076941055107e-06,7.29519352121969e-06
"515","shrubRedWet2_bin.27.orig",1.32534591528389e-06,9.94009436462917e-07,6.62672957641945e-07,1.32534591528389e-06,3.31336478820972e-06,1.65668239410486e-06,6.62672957641945e-06
"516","shrubRedWet2_bin.28.orig",1.34930733308056e-06,8.99538222053709e-07,4.49769111026854e-07,8.99538222053709e-07,3.14838377718798e-06,1.34930733308056e-06,7.64607488745652e-06
"517","shrubRedWet2_bin.29.orig",5.50120063703903e-07,1.10024012740781e-06,0,0,5.50120063703903e-07,0,4.95108057333513e-06
"518","shrubRedWet2_bin.3.orig",7.15389628615013e-07,7.15389628615013e-07,2.38463209538338e-07,4.76926419076675e-07,1.66924246676836e-06,4.76926419076675e-07,1.14462340578402e-05
"519","shrubRedWet2_bin.30.orig",0,1.79435281282747e-06,0,0,0,0,1.43548225026198e-05
"520","shrubRedWet2_bin.31.orig",1.00856524030328e-06,1.51284786045491e-06,1.00856524030328e-06,5.04282620151638e-07,2.01713048060655e-06,1.00856524030328e-06,8.57280454257784e-06
"521","shrubRedWet2_bin.32.orig",1.08634879618069e-06,1.08634879618069e-06,3.62116265393562e-07,7.24232530787125e-07,2.53481385775494e-06,1.08634879618069e-06,7.24232530787125e-06
"522","shrubRedWet2_bin.33.orig",7.57676207072907e-07,7.57676207072907e-07,2.52558735690969e-07,5.05117471381938e-07,2.02046988552775e-06,7.57676207072907e-07,4.79861597812841e-06
"523","shrubRedWet2_bin.34.strict",8.37741482472912e-07,5.58494321648608e-07,5.58494321648608e-07,8.37741482472912e-07,2.23397728659443e-06,1.39623580412152e-06,5.86419037731039e-06
"524","shrubRedWet2_bin.35.orig",7.08573598831137e-07,7.08573598831137e-07,1.77143399707784e-07,5.31430199123353e-07,2.12572079649341e-06,7.08573598831137e-07,4.25144159298682e-06
"525","shrubRedWet2_bin.36.strict",9.15871410432813e-07,6.10580940288542e-07,3.05290470144271e-07,9.15871410432813e-07,2.1370332910099e-06,1.83174282086563e-06,6.10580940288542e-06
"526","shrubRedWet2_bin.37.orig",8.46328710685916e-07,8.46328710685916e-07,2.11582177671479e-07,6.34746533014437e-07,1.69265742137183e-06,1.48107524370035e-06,6.34746533014437e-06
"527","shrubRedWet2_bin.38.strict",2.84577196544664e-06,1.42288598272332e-06,1.42288598272332e-06,4.26865794816996e-06,5.69154393089327e-06,1.42288598272332e-06,1.28059738445099e-05
"528","shrubRedWet2_bin.4.orig",4.65665656249804e-07,6.98498484374705e-07,2.32832828124902e-07,2.32832828124902e-07,1.16416414062451e-06,0,6.28648635937235e-06
"529","shrubRedWet2_bin.5.orig",1.30800626273399e-06,6.54003131366993e-07,4.36002087577995e-07,1.09000521894499e-06,2.39801148167897e-06,6.54003131366993e-07,7.84803757640392e-06
"530","shrubRedWet2_bin.6.orig",6.9199746452129e-07,6.9199746452129e-07,3.45998732260645e-07,3.45998732260645e-07,1.38399492904258e-06,3.45998732260645e-07,8.64996830651613e-06
"531","shrubRedWet2_bin.7.orig",1.94695255198753e-06,1.16817153119252e-06,7.78781020795011e-07,1.94695255198753e-06,3.50451459357755e-06,1.55756204159002e-06,8.17720071834761e-06
"532","shrubRedWet2_bin.8.orig",1.93281845197349e-06,9.66409225986744e-07,3.22136408662248e-07,9.66409225986744e-07,2.89922767796023e-06,9.66409225986744e-07,8.6976830338807e-06
"533","shrubRedWet2_bin.9.orig",1.28057902661267e-06,1.28057902661267e-06,6.40289513306337e-07,9.60434269959505e-07,1.92086853991901e-06,1.28057902661267e-06,8.64390842963554e-06
